index,acquired,bankruptcy,company,company_name,description,industry,ticker
200,FALSE,FALSE,LIVERAMP HOLDINGS (RAMP),Liveramp Holdings,"LiveRamp Holdings provides consumer data to marketers. The data includes demographic, socio-economic, and lifestyle information, as well as individual- and household-level identifiers that help target online and offline advertising.",business services,RAMP
201,TRUE,FALSE,REYNOLDS AMERICAN INC. (RAI),Reynolds American Inc.,"Acquired by British American Tobacco in 2017, Reynolds American was a U.S. tobacco company that manufactured cigarettes, smokeless tobacco products, and digital vapor cigarettes.",consumer goods,RAI
202,FALSE,FALSE,RITE AID CORPORATION (RAD),Rite Aid Corporation,Rite Aid is a U.S. retail drugstore chain.,retail,RAD
203,FALSE,FALSE,"RYDER SYSTEM, INC. (R)","Ryder System, Inc.","Ryder offers transportation and supply chain management solutions. The company provides customers with trucks and maintenance services, while its customers provide their own drivers and exercise control over the vehicles. Ryder also offers comprehensive distribution and transportation services.",transportation,R
204,FALSE,FALSE,"QORVO, INC. (QRVO)","Qorvo, Inc.","Qorvo makes radio frequency semiconductors for broadband data connectivity, used in smartphones, tablets, wearables, broadband customer premise equipment, home automation, in-vehicle infotainment, data center and military radar and communications.",hardware,QRVO
205,TRUE,FALSE,QLOGIC CORPORATION (QLGC),Qlogic Corporation,"Acquired by Cavium in 2016, QLogic provided fibre channel, high-speed ethernet and converged network adapters and application-specific integrated circuits (ASICs) for rack and tower and bladed servers and storage systems.",hardware,QLGC
206,FALSE,FALSE,QUALCOMM INCORPORATED (QCOM),Qualcomm Incorporated,"Qualcomm makes integrated circuits and system software based on CDMA, OFDMA and other technologies for use in voice and data communications, application processing, multimedia and global positioning system products. The company also licenses its intellectual property to manufacturers of mobile devices and infrastructure equipment.",hardware,QCOM
207,TRUE,FALSE,QWEST COMMUNICATIONS INTERNATIONAL INC. (Q),Qwest Communications International Inc.,"Acquired by CenturyLink in 2010, Quest provided local and long-distance communications, network access, wireless and video services to residential, business, governmental and wholesale customers.",telecommunications,Q
208,FALSE,FALSE,"PAYPAL HOLDINGS, INC. (PYPL)","Paypal Holdings, Inc.",PayPal provides a technology platform for digital and mobile payments for consumers and merchants worldwide.,"business services,internet",PYPL
209,FALSE,FALSE,PIONEER NATURAL RESOURCES COMPANY (PXD),Pioneer Natural Resources Company,Pioneer is an oil and gas exploration and production company operating primarily in Texas and Colorado.,energy,PXD
210,TRUE,FALSE,"PRAXAIR, INC. (PX)","Praxair, Inc.","Prior to its merger with Linde in 2018, Praxair supplied atmospheric gases such as oxygen, nitrogen and argon, and process gases such as carbon dioxide, helium, hydrogen and acetylene, for industrial use.",materials,PX
211,FALSE,FALSE,"QUANTA SERVICES, INC. (PWR)","Quanta Services, Inc.","Quanta provides specialty contracting services to the electric power and oil and gas industries. Services include design, installation and maintenance of electric power transmission infrastructure, substation facilities, pipelines and other infrastructure.","business services,energy,telecommunications",PWR
212,FALSE,FALSE,PVH CORP. (PVH),Pvh Corp.,"PVH designs and markets branded apparel. The company owns brand names such as Calvin Klein, Tommy Hilfiger, and Van Heusen, and licenses other brands such as Speedo, Geoffrey Beene, and Kenneth Cole New York.",consumer goods,PVH
213,TRUE,FALSE,PACTIV CORPORATION (PTV),Pactiv Corporation,"Pactiv produces packaging products such as waste bags, food storage bags, and disposable tableware and cookware sold primarily in North America under trademarks such as Hefty, as well as foodservice packaging.","consumer goods,materials",PTV
214,FALSE,FALSE,PTC INC. (PTC),Ptc Inc.,PTC develops software for computer-aided design and product lifecycle management.,software,PTC
215,FALSE,FALSE,PHILLIPS 66 (PSX),Phillips 66,"Phillips 66 transports and processes natural gas, liquids, and crude oil in the U.S. The company refines crude oil and manufactures and markets petrochemicals and plastics, as well as refined petroleum products, mainly in the U.S. and Europe.","energy,materials",PSX
216,FALSE,FALSE,PUBLIC STORAGE (PSA),Public Storage,"Public Storage is a REIT that owns and operates self-storage facilities which offer storage for lease on a month-to-month basis, for personal and business use.","real estate,REIT",PSA
217,FALSE,FALSE,"PRUDENTIAL FINANCIAL, INC. (PRU)","Prudential Financial, Inc.","Prudential offers a wide array of financial products and services, including life insurance, annuities, retirement-related services, mutual funds and investment management.","asset management,financial company,insurance",PRU
218,FALSE,FALSE,PERRIGO COMPANY PLC (PRGO),Perrigo Company Plc,"Perrigo is a global over-the-counter pharmaceutical and consumer goods company. The company makes infant formulas for the store brand market, provides generic topical prescription products, and receives royalties from sales of the multiple sclerosis drug, Tysabri.","consumer goods,pharmaceuticals",PRGO
219,FALSE,FALSE,PPL CORPORATION (PPL),Ppl Corporation,"PPL is a utility holding company that delivers electricity to customers in the U.K., Pennsylvania, Kentucky, Virginia and Tennessee; delivers natural gas to customers in Kentucky; and generates electricity from power plants in Kentucky.",utility,PPL
220,FALSE,FALSE,"PPG INDUSTRIES, INC. (PPG)","Ppg Industries, Inc.","PPG Industries manufactures and distributes a broad range of coatings, specialty materials and glass products. PPG was incorporated in 1883.",materials,PPG
221,TRUE,FALSE,PEPCO HOLDINGS INC (POM),Pepco Holdings Inc,"Prior to its 2014 merger with Exelon Corporation, Pepco Holdings was a holding company that owned regulated public utility companies providing electricity and natural gas in Washington, D.C., Maryland, Delaware, Virginia, and New Jersey.",utility,POM
222,FALSE,FALSE,PINNACLE WEST CAPITAL CORPORATION (PNW),Pinnacle West Capital Corporation,Pinnacle West is a holding company that owns an electric utility providing retail and wholesale electric service to most of the State of Arizona.,utility,PNW
223,FALSE,FALSE,PENTAIR PLC (PNR),Pentair Plc,"Pentair is a diversified manufacturing company with products that include valves, controls and actuators, solutions for filtration, separation, flow and fluid management, and heat management solutions for electrical, mechanical and civil applications.",equipment,PNR
224,FALSE,FALSE,"THE PNC FINANCIAL SERVICES GROUP, INC. (PNC)","The Pnc Financial Services Group, Inc.","PNC is engaged in retail banking, corporate and institutional banking, asset management, and residential mortgage banking. The primary markets served by the company are in the Mid-West, Mid-Atlantic, and the South-East of the U.S.","banking,financial company",PNC
225,FALSE,FALSE,PHILIP MORRIS INTERNATIONAL INC. (PM),Philip Morris International Inc.,Philip Morris International manufactures and sells cigarettes and other tobacco products outside of the U.S. The company's portfolio of cigarette brands is led by Marlboro.,consumer goods,PM
226,TRUE,FALSE,PALL CORP (PLL),Pall Corp,"Acquired by Danaher Corporation in 2015, Pall Corporation, was a supplier of filtration, separation and purification technologies, serving life sciences, microelectronics, energy and water markets.","equipment,materials",PLL
227,FALSE,FALSE,"PROLOGIS, INC. (PLD)","Prologis, Inc.",Prologis is a global provider of logistics real estate that is primarily rented by its customers. The company was formed in the 2011 merger of AMB Property Corporation and the legacy ProLogis.,"real estate,REIT",PLD
228,TRUE,FALSE,PROLOGIS (PLD),Prologis,"Prior to its 2011 merger with AMB Property Corporation, ProLogis was a real estate investment trust that provided industrial distribution facilities.","real estate,REIT",PLD.ACQ
229,FALSE,FALSE,"PERKINELMER, INC. (PKI)","Perkinelmer, Inc.","PerkinElmer provides tools for diagnostics, research, environmental and industrial use. Products include genetic disorder and infectious disease tests, X-ray detectors, reagents, liquid handling systems, biological screening systems, chromatography and mass spectrometry instruments","equipment,health care",PKI
230,FALSE,FALSE,PACKAGING CORPORATION OF AMERICA (PKG),Packaging Corporation Of America,"The company produces containerboard, corrugated packaging products, and uncoated freesheet, primarily in the U.S.",manufacturing,PKG
231,FALSE,FALSE,"PULTEGROUP, INC. (PHM)","Pultegroup, Inc.","PulteGroup builds and finances residential homes, including single-family detached, townhouses, and condominiums, in the U.S.",engineering and construction,PHM
232,FALSE,FALSE,PARKER-HANNIFIN CORPORATION (PH),Parker-Hannifin Corporation,"Parker-Hannifin is a diversified manufacturer of motion and control systems, such as pneumatic, fluidic and electromechanical components, primarily for industrial and aerospace markets.",manufacturing,PH
233,FALSE,FALSE,THE PROGRESSIVE CORPORATION (PGR),The Progressive Corporation,"Progressive provides personal and commercial automobile and property insurance, and other types of specialty property-casualty insurance.","financial company,insurance",PGR
234,TRUE,FALSE,"PROGRESS ENERGY, INC. (PGN)","Progress Energy, Inc.","Progress Energy is a public utility holding company primarily engaged in the regulated electric utility business in North Carolina, South Carolina and Florida.",utility,PGN
235,FALSE,FALSE,THE PROCTER & GAMBLE COMPANY (PG),The Procter & Gamble Company,"P&G is a consumer packaged goods company originally founded in 1837. Company brands include Head & Shoulders, Olay, Gillette, Crest, Dawn, Febreze, and Pampers.",consumer goods,PG
236,FALSE,FALSE,"PROFIRE ENERGY, INC. (PFIE)","Profire Energy, Inc.","Profire Energy designs, installs, and services burner-management systems for the oil and gas industry in North America.","engineering and construction,equipment",PFIE
237,FALSE,FALSE,"PRINCIPAL FINANCIAL GROUP, INC. (PFG)","Principal Financial Group, Inc.","Principal Financial Group is a global investment management company, serving businesses, individuals and institutions.","asset management,financial company,insurance",PFG
238,FALSE,FALSE,PFIZER INC. (PFE),Pfizer Inc.,"Pfizer develops a broad range of medicines, vaccines, and other biopharmaceutical products.","health care,pharmaceuticals",PFE
239,FALSE,FALSE,"PETMED EXPRESS, INC. (PETS)","Petmed Express, Inc.","PetMed Express, d/b/a 1-800-PetMeds, is a U.S. pet pharmacy that markets prescription and non-prescription pet medications, and other health products for dogs and cats, direct to the consumer.",consumer goods,PETS
240,TRUE,FALSE,"PETSMART, INC (PETM)","Petsmart, Inc","Acquired by a consortium of private equity funds in 2015, PetSmart was a retailer of pet products and services, such as grooming and training.","consumer goods,consumer services,retail",PETM
241,FALSE,FALSE,"PEPSICO, INC. (PEP)","Pepsico, Inc.","Originally incorporated in 1919, PepsiCo is a global food and beverage company with a portfolio of brands that includes Frito-Lay, Gatorade, Pepsi-Cola, Quaker and Tropicana.",consumer goods,PEP
242,FALSE,FALSE,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED (PEG),Public Service Enterprise Group Incorporated,"The company operates a regulated gas and electricity public utility in New Jersey, and sells wholesale energy, capacity, and fuel.","energy,utility",PEG
243,FALSE,FALSE,"PATTERSON COMPANIES, INC (PDCO)","Patterson Companies, Inc","Patterson's primary business is distribution of dental products, such as x-ray film, restorative materials, instruments and equipment, to dentists, dental laboratories, and other healthcare professionals in North America.","equipment,health care",PDCO
244,TRUE,FALSE,PRECISION CASTPARTS CORP. (PCP),Precision Castparts Corp.,"Acquired by Berkshire Hathaway in 2015, Precision Castparts was a manufacturer of metal components such as castings, forgings and fasteners for aerospace, industrial, armament, medical and other applications.",manufacturing,PCP
245,TRUE,FALSE,"PLUM CREEK TIMBER COMPANY, INC. (PCL)","Plum Creek Timber Company, Inc.","Prior to its 2015 merger with the Weyerhaeuser Company, Plum Creek was a private timberland owner in the U.S.",materials,PCL
246,FALSE,TRUE,PG&E CORPORATION (PCG),Pg&E Corporation,PG&E is a public utility providing gas and electricity in northern and central California.,utility,PCG
247,FALSE,FALSE,PACCAR INC (PCAR),Paccar Inc,"PACCAR manufactures trucks that are marketed under the Kenworth, Peterbilt and DAF nameplates, and providerelated parts and financial services.","equipment,manufacturing",PCAR
248,FALSE,FALSE,PITNEY BOWES INC. (PBI),Pitney Bowes Inc.,"Pitney Bowes provides equipment, software, supplies and services for clients to create physical and digital mail, and process inbound mail.",equipment,PBI
249,TRUE,FALSE,"THE PEPSI BOTTLING GROUP, INC. (PBG)","The Pepsi Bottling Group, Inc.","Acquired by PepsiCo in 2009, The Pepsi Bottling Group was a manufacturer, seller and distributor of Pepsi-Cola beverages.",manufacturing,PBG
250,FALSE,FALSE,"PEOPLE’S UNITED FINANCIAL, INC. (PBCT)","People’S United Financial, Inc.","People’s United is a bank holding company that provides commercial and retail banking and wealth management services to individual, corporate and municipal customers located in Connecticut, New York, Massachusetts, Vermont, New Hampshire and Maine.","banking,financial company",PBCT
251,FALSE,FALSE,"PAYCHEX, INC. (PAYX)","Paychex, Inc.","Paychex provides payroll, human resource, insurance, and benefits outsourcing solutions for small- to medium-sized businesses in the U.S. and Germany.",business services,PAYX
252,FALSE,FALSE,OCCIDENTAL PETROLEUM CORPORATION (OXY),Occidental Petroleum Corporation,"Occidental explores, produces, transports, and markets oil and gas and related products, and manufactures basic chemicals and vinyls.",energy,OXY
253,FALSE,FALSE,"O'REILLY AUTOMOTIVE, INC. (ORLY)","O'Reilly Automotive, Inc.","O'Reilly Automotive is a U.S. retailer of automotive aftermarket parts, tools, supplies and accessories, selling to do-it-yourself and professional service provider customers.",retail,ORLY
254,FALSE,FALSE,ORACLE CORPORATION (ORCL),Oracle Corporation,"Oracle provides enterprise IT products and services, including database and middleware software, application software, cloud infrastructure software, server, storage, networking hardware, and related services.",software,ORCL
255,TRUE,FALSE,OFFICEMAX INCORPORATED (OMX),Officemax Incorporated,"Prior to its 2013 merger with Office Depot, OfficeMax was engaged in business-to-business and retail office products distribution, providing office supplies and paper, print and document services, technology products and office furniture to large, medium and small businesses, government offices and consumers.",retail,OMX
256,FALSE,FALSE,OMNICOM GROUP INC. (OMC),Omnicom Group Inc.,"Omnicom provides advertising, marketing and corporate communications services.",business services,OMC
257,FALSE,FALSE,"ONEOK, INC. (OKE)","Oneok, Inc.","The company is the sole general partner and, as of December 31, 2015, owns 41.2% of ONEOK Partners (NYSE: OKS). ONEOK Partners is engaged in the gathering, processing, storage and transportation of natural gas in the U.S., and owns several natural gas  interstate pipelines.",energy,OKE
258,FALSE,FALSE,"OWENS-ILLINOIS, INC. (OI)","Owens-Illinois, Inc.","Owens-Illinois is the successor to a business established in 1903. The company manufactures glass containers for alcoholic beverages, food items, soft drinks, teas, juices and pharmaceuticals.",manufacturing,OI
259,FALSE,FALSE,"OMEGA FLEX, INC. (OFLX)","Omega Flex, Inc.","Omega Flex manufactures and sells flexible metal hose for construction, manufacturing, transportation, petrochemical, pharmaceutical and other markets.",manufacturing,OFLX
260,FALSE,FALSE,"OFFICE DEPOT, INC. (ODP)","Office Depot, Inc.","Office Depot sells office products and services to consumers and businesses through office supply stores, a contract sales force, Internet sites, and direct marketing catalogs and call centers.",retail,ODP
261,FALSE,FALSE,REALTY INCOME CORPORATION (O),Realty Income Corporation,"Realty Income is a real estate investment trust (REIT) that invests in single-tenant commercial properties, primarily for the retail industry.","real estate,REIT",O
262,FALSE,FALSE,THE NEW YORK TIMES COMPANY (NYT),The New York Times Company,"The company owns the The New York Times newspaper and related websites and mobile applications, and generates revenues from the sale of subscriptions and advertising.","internet,media",NYT
263,FALSE,FALSE,"NEXTGEN HEALTHCARE, INC. (NXGN)","Nextgen Healthcare, Inc.",NextGen develops and markets software and services that automate practice management and electronic health records for medical and dental practices.,"business services,IT services,software",NXGN
264,FALSE,FALSE,NEWS CORPORATION (NWS),News Corporation,"News Corporation is a global diversified media and information services company. Its properties include The Wall Street Journal, Factiva, Barron’s and New York Post in the U.S., as well as publications in Australia and the U.K. The company also engages in book publishing, digital real estate services, and direct to consumer coupon marketing and advertising.","internet,media",NWS
265,FALSE,FALSE,NEWELL RUBBERMAID INC (NWL),Newell Rubbermaid Inc,"Newell Rubbermaid markets consumer and commercial products under brands such as Sharpie, Paper Mate, Elmer’s, Rubbermaid, or Calphalon.","consumer goods,manufacturing",NWL
266,TRUE,FALSE,"NOVELLUS SYSTEMS, INC. (NVLS)","Novellus Systems, Inc.","Acquired by Lam Research Corporation in 2011, Novellus provided equipment used in the fabrication of integrated circuits.",equipment,NVLS
267,FALSE,FALSE,NVIDIA CORPORATION (NVDA),Nvidia Corporation,"NVIDIA provides visual computing chips for gaming, professional visualization, datacenter and automotive applications.",hardware,NVDA
268,FALSE,FALSE,"NU SKIN ENTERPRISES, INC. (NUS)","Nu Skin Enterprises, Inc.",Nu Skin Enterprises develops and distributes anti-aging personal care products and nutritional supplements through a direct sales network.,"consumer goods,health care",NUS
269,FALSE,FALSE,NUCOR CORPORATION (NUE),Nucor Corporation,Nucor manufactures steel and steel products. Most of the company’s operating facilities and customers are located in North America.,"manufacturing,materials",NUE
270,FALSE,FALSE,NORTHERN TRUST CORPORATION (NTRS),Northern Trust Corporation,"Northern Trust is a financial holding company that provides asset servicing, fund administration, asset management, fiduciary and banking solutions for corporations, institutions, and individuals worldwide.","banking,financial company",NTRS
271,FALSE,FALSE,"NETAPP, INC. (NTAP)","Netapp, Inc.","NetApp provides software, systems and services to manage and store customer data.","hardware,software",NTAP
272,TRUE,FALSE,NATIONAL SEMICONDUCTOR CORPORATION (NSM),National Semiconductor Corporation,"Acquired by Texas Instruments in 2011, National Semiconductor developed analog and mixed-signal integrated circuits and sub-systems, particularly in the area of power management.",hardware,NSM
273,FALSE,FALSE,NORFOLK SOUTHERN CORPORATION (NSC),Norfolk Southern Corporation,"Norfolk Southern owns a freight railroad and is engaged in the rail transportation of raw materials, intermediate products, and finished goods primarily in the Southeast, East, and Midwest of the U.S.",transportation,NSC
274,FALSE,TRUE,"NRG ENERGY, INC. (NRG)","Nrg Energy, Inc.","NRG operates power plants and sells electric power to wholesale business customers, and in competitive retail energy markets of Connecticut, Delaware, Illinois, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Ohio and Texas, as well as the District of Columbia.",energy,NRG
275,TRUE,FALSE,"NOVELL, INC. (NOVL)","Novell, Inc.","Novell was acquired by Attachmate Corporation in November 2010. The company developed, sold and installed enterprise software.",software,NOVL
276,FALSE,FALSE,"NATIONAL OILWELL VARCO, INC. (NOV)","National Oilwell Varco, Inc.","National Oilwell Varco designs, manufactures and sells equipment and components used in oil and gas drilling, completion and production operations, and the provision of oilfield services to the upstream oil and gas industry.","energy,equipment",NOV
277,FALSE,FALSE,NORTHROP GRUMMAN CORPORATION (NOC),Northrop Grumman Corporation,"Northrop Grumman conducts most of its business with the U.S. Government, principally the Department of Defense. Company products include command, control, communications and computers systems, intelligence and surveillance solutions, and strike aircraft.","engineering and construction,equipment",NOC
278,FALSE,FALSE,NIELSEN HOLDINGS PLC (NLSN),Nielsen Holdings Plc,Nielsen is a global provider of media audience and consumer purchasing measurement and analytics. The company was founded in 1923.,business services,NLSN
279,FALSE,FALSE,"NIKE, INC. (NKE)","Nike, Inc.","NIKE designs and sells branded athletic footwear, apparel, equipment and accessories. Virtually all of the products are manufactured outside of the U.S. by independent contract manufacturers.",consumer goods,NKE
280,TRUE,FALSE,"BLUE NILE, INC. (NILE)","Blue Nile, Inc.",Blue Nile is an online retailer of diamonds and jewelry.,"internet,retail",NILE
281,FALSE,FALSE,NISOURCE INC. (NI),Nisource Inc.,"NiSource is an energy holding company whose subsidiaries are regulated natural gas and electric utility companies serving customers in Ohio, Pennsylvania, Virginia, Kentucky, Maryland, Massachusetts, and Indiana.",utility,NI
282,TRUE,FALSE,NEWFIELD EXPLORATION COMPANY (NFX),Newfield Exploration Company,"Acquired in 2019, Newfield Exploration was primarily a U.S. based oil and gas exploration and production company.",energy,NFX
283,FALSE,FALSE,"NETFLIX, INC. (NFLX)","Netflix, Inc.",Netflix is an Internet streaming television network with subscribers in over 190 countries.,internet,NFLX
284,FALSE,FALSE,NEWMONT GOLDCORP CORPORATION (NEM),Newmont Goldcorp Corporation,"Newmont Goldcorp Corporation is a gold and copper producer with operations or assets in the U.S., Australia, Peru, Indonesia, Ghana and Suriname.",materials,NEM
285,FALSE,FALSE,"NEXTERA ENERGY, INC. (NEE)","Nextera Energy, Inc.","NextEra Energy is an electric power company providing retail and wholesale electric services in the U.S. and Canada. The company owns generation, transmission and distribution facilities, and has investments in gas infrastructure assets. Generation facilities are primarily wind and solar power plants, nuclear power stations, and gas-fired generation plants. Company subsidiaries include Florida Power & Light Company, which is a rate-regula",utility,NEE
286,FALSE,FALSE,NOBLE CORPORATION (NE),Noble Corporation,Noble Corporation is an offshore drilling contractor for the oil and gas industry. The company performs contract drilling services with its global fleet of mobile offshore drilling rigs.,"engineering and construction,energy",NE
287,FALSE,FALSE,"NASDAQ, INC. (NDAQ)","Nasdaq, Inc.","Nasdaq is a global operator of stock market, derivatives, and other exchanges. The company provides trading, clearing, regulatory, securities listing, and information services.","financial company,financial services",NDAQ
288,FALSE,FALSE,NORWEGIAN CRUISE LINE HOLDINGS LTD. (NCLH),Norwegian Cruise Line Holdings Ltd.,"NCLH is a global cruise company operating under the Norwegian Cruise Line, Oceania Cruises and Regent Seven Seas Cruises brands.","consumer services,transportation",NCLH
289,TRUE,FALSE,NATIONAL CITY CORPORATION (NCC),National City Corporation,"Acquired by The PNC Financial Services in 2008, National City Corporation was a successor to a banking business founded in 1845. The company provided banking services in Ohio, Florida, Illinois, Indiana, Kentucky, Michigan, Missouri, Pennsylvania, and Wisconsin.","banking,financial company",NCC
290,FALSE,FALSE,NABORS INDUSTRIES LTD. (NBR),Nabors Industries Ltd.,Nabors is a global provider of drilling services for oil and natural gas wells. The company owns and operates a fleet of land-based and offshore drilling rigs.,"engineering and construction,energy",NBR
291,FALSE,FALSE,"NOBLE ENERGY, INC. (NBL)","Noble Energy, Inc.",Noble Energy is a global oil and gas exploration and production company.,energy,NBL
292,FALSE,FALSE,NAVIENT CORPORATION (NAVI),Navient Corporation,"Navient holds a portfolio of education loans insured or guaranteed under the Federal Family Education Loan Program, as well as a portfolio of private education loans. Navient services its loan portfolio, as well as education loans owned by other financial institutions. Navient is one of four Title IV Additional Servicers to the U.S. Department of Education under its Direct Student Loan Program. Navient also provides asset recovery service","financial company,financial services",NAVI
293,FALSE,FALSE,NAVISTAR INTERNATIONAL CORPORATION (NAV),Navistar International Corporation,"Navistar manufactures commercial and military trucks, diesel engines, school and commercial buses, and related parts. The company also provides retail, wholesale, and lease financing for its trucks and parts.","equipment,manufacturing",NAV
294,FALSE,FALSE,MYLAN N.V. (MYL),Mylan N.V.,"Mylan develops, licenses, manufactures, markets and distributes generic, branded generic and specialty pharmaceuticals.","health care,pharmaceuticals",MYL
295,TRUE,FALSE,"MONSTER WORLDWIDE, INC. (MWW)","Monster Worldwide, Inc.",Monster connects employers with job seekers by providing searchable job postings and career management resources online. Employers pay to advertise available jobs and search the Monster resume and social databases.,"internet,media",MWW
296,TRUE,FALSE,MEADWESTVACO CORPORATION (MWV),Meadwestvaco Corporation,"Prior to its 2015 merger with Rock-Tenn Co., MeadWestvaco provided packaging solutions to the healthcare, beauty and personal care, food, beverage, home and garden, tobacco, and agricultural industries. The company also produced specialty chemicals for the automotive, energy, and infrastructure industries.","consumer goods,manufacturing,materials",MWV
297,FALSE,FALSE,MURPHY OIL CORPORATION (MUR),Murphy Oil Corporation,Murphy Oil Corporation is a worldwide oil and gas exploration and production company.,energy,MUR
298,FALSE,FALSE,"MICRON TECHNOLOGY, INC. (MU)","Micron Technology, Inc.","Micron manufactures and markets semiconductor systems such as DRAM, NAND Flash, and NOR Flash memory for solid-state drives, modules, and multi-chip packages.",hardware,MU
299,FALSE,FALSE,"THE MANITOWOC COMPANY, INC. (MTW)","The Manitowoc Company, Inc.",Manitowoc manufactures construction cranes and commercial  foodservice equipment.,equipment,MTW
300,FALSE,FALSE,MGIC INVESTMENT CORPORATION (MTG),Mgic Investment Corporation,MGIC provides private mortgage insurance and related services in the U.S.,"financial company,insurance",MTG
301,FALSE,FALSE,METTLER-TOLEDO INTERNATIONAL INC. (MTD),Mettler-Toledo International Inc.,"Mettler-Toledo provides weighing instruments for laboratory, industrial, and food retailing applications. The company also provides analytical and inspection instruments for life sciences, drug and chemical compound development, and production and packaging for food and pharmaceuticals.","equipment,hardware",MTD
302,FALSE,FALSE,M&T BANK CORPORATION (MTB),M&T Bank Corporation,"Originally founded in 1856, M&T is a registered financial holding company with two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A., which offer a wide range of retail and commercial banking, trust and wealth management, and investment services.","banking,financial company",MTB
303,FALSE,FALSE,"MOTOROLA SOLUTIONS, INC. (MSI)","Motorola Solutions, Inc.","Motorola Solutions provides communication infrastructure, devices and services to government, public safety, and commercial customers.","equipment,hardware,telecommunications",MSI
304,FALSE,FALSE,MICROSOFT CORPORATION (MSFT),Microsoft Corporation,"Microsoft products include operating systems for computing devices, servers, and phones; server applications for distributed computing environments; cross-device productivity applications; business solution applications; desktop and server management tools; software development tools; video games; and online advertising.","internet,software",MSFT
305,FALSE,FALSE,MORGAN STANLEY (MS),Morgan Stanley,"Morgan Stanley is a global financial services firm that advises and originates, trades, manages and distributes capital for governments, institutions and individuals.","banking,financial company,financial services",MS
306,FALSE,FALSE,MARATHON OIL CORPORATION (MRO),Marathon Oil Corporation,Marathon Oil is a global oil and gas exploration and production company.,energy,MRO
307,FALSE,FALSE,"MERCK & CO., INC. (MRK)","Merck & Co., Inc.","Merck develops prescription pharmaceutical, vaccines, biologic therapies and animal health products.","health care,pharmaceuticals",MRK
308,FALSE,FALSE,MARATHON PETROLEUM CORPORATION (MPC),Marathon Petroleum Corporation,"Marathon Petroleum Corporation refines crude oil and other feedstocks at refineries in the Gulf Coast and Midwest regions of the U.S.; transports natural gas, crude oil and refined products; and sells transportation fuels and convenience products in the retail market in the Midwest, East Coast and Southeast,",energy,MPC
309,FALSE,FALSE,THE MOSAIC COMPANY (MOS),The Mosaic Company,"The Mosaic Company produces and markets concentrated phosphate and potash crop nutrients and animal feed ingredients. The company mines phosphate rock in Florida, and mines potash in Saskatchewan and New Mexico. The company has production, blending or distribution operations in the U.S., Brazil, China, India and Paraguay.",materials,MOS
310,TRUE,FALSE,MONSANTO COMPANY (MON),Monsanto Company,"Acquired by Bayer in 2018, Monsanto provided seeds, herbicides, and precision agriculture products to farmers.",materials,MON
311,TRUE,FALSE,MOLEX INCORPORATED (MOLX),Molex Incorporated,"Acquired by Koch Industries in 2013, Molex was a manufacturer of electronic components, including terminals, connectors, cables and cable assemblies, backplanes, and mechanical and electronic switches.","hardware,manufacturing",MOLX
312,FALSE,FALSE,"ALTRIA GROUP, INC. (MO)","Altria Group, Inc.","Altria Group is engaged in the manufacture and sale of cigarettes in the U.S., predominantly through its Philip Morris USA wholly-owned subsidiary.",consumer goods,MO
313,FALSE,FALSE,MONSTER BEVERAGE CORPORATION (MNST),Monster Beverage Corporation,"The company develops, markets, and distributes energy drink beverages and concentrates under brand names including Monster Energy and NOS.",consumer goods,MNST
314,FALSE,FALSE,MALLINCKRODT PLC (MNK),Mallinckrodt Plc,"Mallinckrodt develops, manufactures, markets and distributes pharmaceutical products for treatment of neurology, rheumatology, nephrology and pulmonology, immunotherapy and neonatal respiratory critical care, pain management, and treatment of central nervous system conditions. The company also supports diagnostics with nuclear medicine imaging agents.",pharmaceuticals,MNK
315,FALSE,FALSE,3M COMPANY (MMM),3M Company,"3M is a diversified technology company founded in 1902. Company products include tapes and adhesives for industrial applications; personal protective equipment, reflective sheeting and security products; medical and surgical supplies such as tapes, surgical drapes, and drug delivery systems; electronics products; and consumer products under brands such as Scotch and Post-it.","manufacturing,materials",MMM
316,FALSE,FALSE,"MARSH & MCLENNAN COMPANIES, INC. (MMC)","Marsh & Mclennan Companies, Inc.","Marsh & McLennan is a global professional services firm. Its subsidiaries include Marsh, the insurance broker, intermediary and risk advisor; Guy Carpenter, the risk and reinsurance specialist; Mercer, the provider of HR and related financial  services; and Oliver Wyman Group, the management, economic and brand consultancy.",business services,MMC
317,FALSE,FALSE,"MARTIN MARIETTA MATERIALS, INC. (MLM)","Martin Marietta Materials, Inc.","Martin Marietta Materials supplies building and construction materials including crushed stone, sand, and gravel, asphalt, ready mixed concrete, cements, as well as magnesia-based chemicals used in industrial, agricultural, and environmental applications.",materials,MLM
318,FALSE,FALSE,"MCCORMICK & COMPANY, INCORPORATED (MKC)","Mccormick & Company, Incorporated","McCormick manufactures, markets and distributes spices, seasoning mixes, and condiments to the food industry – retailers, food manufacturers and foodservice businesses.",materials,MKC
319,TRUE,FALSE,MEAD JOHNSON NUTRITION COMPANY (MJN),Mead Johnson Nutrition Company,"Acquired by Reckitt Benckiser Group in 2017, Mead Johnson was a pediatric nutrition company founded in 1905. The principal product categories of the company were infant formula and children’s nutrition.",consumer goods,MJN
