"acquired","bankruptcy","company","company_name","description","ticker","industry_n","industry"
FALSE,FALSE,"THE PNC FINANCIAL SERVICES GROUP, INC. (PNC)","The Pnc Financial Services Group, Inc.","PNC is engaged in retail banking, corporate and institutional banking, asset management, and residential mortgage banking. The primary markets served by the company are in the Mid-West, Mid-Atlantic, and the South-East of the U.S.","PNC","industry_1","banking"
FALSE,FALSE,"PHILIP MORRIS INTERNATIONAL INC. (PM)","Philip Morris International Inc.","Philip Morris International manufactures and sells cigarettes and other tobacco products outside of the U.S. The company's portfolio of cigarette brands is led by Marlboro.","PM","industry_1","consumer goods"
TRUE,FALSE,"PALL CORP (PLL)","Pall Corp","Acquired by Danaher Corporation in 2015, Pall Corporation, was a supplier of filtration, separation and purification technologies, serving life sciences, microelectronics, energy and water markets.","PLL","industry_1","equipment"
FALSE,FALSE,"PROLOGIS, INC. (PLD)","Prologis, Inc.","Prologis is a global provider of logistics real estate that is primarily rented by its customers. The company was formed in the 2011 merger of AMB Property Corporation and the legacy ProLogis.","PLD","industry_1","real estate"
TRUE,FALSE,"PROLOGIS (PLD)","Prologis","Prior to its 2011 merger with AMB Property Corporation, ProLogis was a real estate investment trust that provided industrial distribution facilities.","PLD.ACQ","industry_1","real estate"
FALSE,FALSE,"PERKINELMER, INC. (PKI)","Perkinelmer, Inc.","PerkinElmer provides tools for diagnostics, research, environmental and industrial use. Products include genetic disorder and infectious disease tests, X-ray detectors, reagents, liquid handling systems, biological screening systems, chromatography and mass spectrometry instruments","PKI","industry_1","equipment"
FALSE,FALSE,"PACKAGING CORPORATION OF AMERICA (PKG)","Packaging Corporation Of America","The company produces containerboard, corrugated packaging products, and uncoated freesheet, primarily in the U.S.","PKG","industry_1","manufacturing"
FALSE,FALSE,"PULTEGROUP, INC. (PHM)","Pultegroup, Inc.","PulteGroup builds and finances residential homes, including single-family detached, townhouses, and condominiums, in the U.S.","PHM","industry_1","engineering and construction"
FALSE,FALSE,"PARKER-HANNIFIN CORPORATION (PH)","Parker-Hannifin Corporation","Parker-Hannifin is a diversified manufacturer of motion and control systems, such as pneumatic, fluidic and electromechanical components, primarily for industrial and aerospace markets.","PH","industry_1","manufacturing"
FALSE,FALSE,"THE PROGRESSIVE CORPORATION (PGR)","The Progressive Corporation","Progressive provides personal and commercial automobile and property insurance, and other types of specialty property-casualty insurance.","PGR","industry_1","financial company"
TRUE,FALSE,"PROGRESS ENERGY, INC. (PGN)","Progress Energy, Inc.","Progress Energy is a public utility holding company primarily engaged in the regulated electric utility business in North Carolina, South Carolina and Florida.","PGN","industry_1","utility"
FALSE,FALSE,"THE PROCTER & GAMBLE COMPANY (PG)","The Procter & Gamble Company","P&G is a consumer packaged goods company originally founded in 1837. Company brands include Head & Shoulders, Olay, Gillette, Crest, Dawn, Febreze, and Pampers.","PG","industry_1","consumer goods"
FALSE,FALSE,"PROFIRE ENERGY, INC. (PFIE)","Profire Energy, Inc.","Profire Energy designs, installs, and services burner-management systems for the oil and gas industry in North America.","PFIE","industry_1","engineering and construction"
FALSE,FALSE,"PRINCIPAL FINANCIAL GROUP, INC. (PFG)","Principal Financial Group, Inc.","Principal Financial Group is a global investment management company, serving businesses, individuals and institutions.","PFG","industry_1","asset management"
FALSE,FALSE,"PFIZER INC. (PFE)","Pfizer Inc.","Pfizer develops a broad range of medicines, vaccines, and other biopharmaceutical products.","PFE","industry_1","health care"
FALSE,FALSE,"PETMED EXPRESS, INC. (PETS)","Petmed Express, Inc.","PetMed Express, d/b/a 1-800-PetMeds, is a U.S. pet pharmacy that markets prescription and non-prescription pet medications, and other health products for dogs and cats, direct to the consumer.","PETS","industry_1","consumer goods"
TRUE,FALSE,"PETSMART, INC (PETM)","Petsmart, Inc","Acquired by a consortium of private equity funds in 2015, PetSmart was a retailer of pet products and services, such as grooming and training.","PETM","industry_1","consumer goods"
FALSE,FALSE,"PEPSICO, INC. (PEP)","Pepsico, Inc.","Originally incorporated in 1919, PepsiCo is a global food and beverage company with a portfolio of brands that includes Frito-Lay, Gatorade, Pepsi-Cola, Quaker and Tropicana.","PEP","industry_1","consumer goods"
FALSE,FALSE,"PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED (PEG)","Public Service Enterprise Group Incorporated","The company operates a regulated gas and electricity public utility in New Jersey, and sells wholesale energy, capacity, and fuel.","PEG","industry_1","energy"
FALSE,FALSE,"PATTERSON COMPANIES, INC (PDCO)","Patterson Companies, Inc","Patterson's primary business is distribution of dental products, such as x-ray film, restorative materials, instruments and equipment, to dentists, dental laboratories, and other healthcare professionals in North America.","PDCO","industry_1","equipment"
TRUE,FALSE,"PRECISION CASTPARTS CORP. (PCP)","Precision Castparts Corp.","Acquired by Berkshire Hathaway in 2015, Precision Castparts was a manufacturer of metal components such as castings, forgings and fasteners for aerospace, industrial, armament, medical and other applications.","PCP","industry_1","manufacturing"
TRUE,FALSE,"PLUM CREEK TIMBER COMPANY, INC. (PCL)","Plum Creek Timber Company, Inc.","Prior to its 2015 merger with the Weyerhaeuser Company, Plum Creek was a private timberland owner in the U.S.","PCL","industry_1","materials"
FALSE,TRUE,"PG&E CORPORATION (PCG)","Pg&E Corporation","PG&E is a public utility providing gas and electricity in northern and central California.","PCG","industry_1","utility"
FALSE,FALSE,"PACCAR INC (PCAR)","Paccar Inc","PACCAR manufactures trucks that are marketed under the Kenworth, Peterbilt and DAF nameplates, and providerelated parts and financial services.","PCAR","industry_1","equipment"
FALSE,FALSE,"PITNEY BOWES INC. (PBI)","Pitney Bowes Inc.","Pitney Bowes provides equipment, software, supplies and services for clients to create physical and digital mail, and process inbound mail.","PBI","industry_1","equipment"
TRUE,FALSE,"THE PEPSI BOTTLING GROUP, INC. (PBG)","The Pepsi Bottling Group, Inc.","Acquired by PepsiCo in 2009, The Pepsi Bottling Group was a manufacturer, seller and distributor of Pepsi-Cola beverages.","PBG","industry_1","manufacturing"
FALSE,FALSE,"PEOPLE’S UNITED FINANCIAL, INC. (PBCT)","People’S United Financial, Inc.","People’s United is a bank holding company that provides commercial and retail banking and wealth management services to individual, corporate and municipal customers located in Connecticut, New York, Massachusetts, Vermont, New Hampshire and Maine.","PBCT","industry_1","banking"
FALSE,FALSE,"PAYCHEX, INC. (PAYX)","Paychex, Inc.","Paychex provides payroll, human resource, insurance, and benefits outsourcing solutions for small- to medium-sized businesses in the U.S. and Germany.","PAYX","industry_1","business services"
FALSE,FALSE,"OCCIDENTAL PETROLEUM CORPORATION (OXY)","Occidental Petroleum Corporation","Occidental explores, produces, transports, and markets oil and gas and related products, and manufactures basic chemicals and vinyls.","OXY","industry_1","energy"
FALSE,FALSE,"O'REILLY AUTOMOTIVE, INC. (ORLY)","O'Reilly Automotive, Inc.","O'Reilly Automotive is a U.S. retailer of automotive aftermarket parts, tools, supplies and accessories, selling to do-it-yourself and professional service provider customers.","ORLY","industry_1","retail"
FALSE,FALSE,"ORACLE CORPORATION (ORCL)","Oracle Corporation","Oracle provides enterprise IT products and services, including database and middleware software, application software, cloud infrastructure software, server, storage, networking hardware, and related services.","ORCL","industry_1","software"
TRUE,FALSE,"OFFICEMAX INCORPORATED (OMX)","Officemax Incorporated","Prior to its 2013 merger with Office Depot, OfficeMax was engaged in business-to-business and retail office products distribution, providing office supplies and paper, print and document services, technology products and office furniture to large, medium and small businesses, government offices and consumers.","OMX","industry_1","retail"
FALSE,FALSE,"OMNICOM GROUP INC. (OMC)","Omnicom Group Inc.","Omnicom provides advertising, marketing and corporate communications services.","OMC","industry_1","business services"
FALSE,FALSE,"ONEOK, INC. (OKE)","Oneok, Inc.","The company is the sole general partner and, as of December 31, 2015, owns 41.2% of ONEOK Partners (NYSE: OKS). ONEOK Partners is engaged in the gathering, processing, storage and transportation of natural gas in the U.S., and owns several natural gas  interstate pipelines.","OKE","industry_1","energy"
FALSE,FALSE,"OWENS-ILLINOIS, INC. (OI)","Owens-Illinois, Inc.","Owens-Illinois is the successor to a business established in 1903. The company manufactures glass containers for alcoholic beverages, food items, soft drinks, teas, juices and pharmaceuticals.","OI","industry_1","manufacturing"
FALSE,FALSE,"OMEGA FLEX, INC. (OFLX)","Omega Flex, Inc.","Omega Flex manufactures and sells flexible metal hose for construction, manufacturing, transportation, petrochemical, pharmaceutical and other markets.","OFLX","industry_1","manufacturing"
FALSE,FALSE,"OFFICE DEPOT, INC. (ODP)","Office Depot, Inc.","Office Depot sells office products and services to consumers and businesses through office supply stores, a contract sales force, Internet sites, and direct marketing catalogs and call centers.","ODP","industry_1","retail"
FALSE,FALSE,"REALTY INCOME CORPORATION (O)","Realty Income Corporation","Realty Income is a real estate investment trust (REIT) that invests in single-tenant commercial properties, primarily for the retail industry.","O","industry_1","real estate"
FALSE,FALSE,"THE NEW YORK TIMES COMPANY (NYT)","The New York Times Company","The company owns the The New York Times newspaper and related websites and mobile applications, and generates revenues from the sale of subscriptions and advertising.","NYT","industry_1","internet"
FALSE,FALSE,"NEXTGEN HEALTHCARE, INC. (NXGN)","Nextgen Healthcare, Inc.","NextGen develops and markets software and services that automate practice management and electronic health records for medical and dental practices.","NXGN","industry_1","business services"
FALSE,FALSE,"NEWS CORPORATION (NWS)","News Corporation","News Corporation is a global diversified media and information services company. Its properties include The Wall Street Journal, Factiva, Barron’s and New York Post in the U.S., as well as publications in Australia and the U.K. The company also engages in book publishing, digital real estate services, and direct to consumer coupon marketing and advertising.","NWS","industry_1","internet"
FALSE,FALSE,"NEWELL RUBBERMAID INC (NWL)","Newell Rubbermaid Inc","Newell Rubbermaid markets consumer and commercial products under brands such as Sharpie, Paper Mate, Elmer’s, Rubbermaid, or Calphalon.","NWL","industry_1","consumer goods"
TRUE,FALSE,"NOVELLUS SYSTEMS, INC. (NVLS)","Novellus Systems, Inc.","Acquired by Lam Research Corporation in 2011, Novellus provided equipment used in the fabrication of integrated circuits.","NVLS","industry_1","equipment"
FALSE,FALSE,"NVIDIA CORPORATION (NVDA)","Nvidia Corporation","NVIDIA provides visual computing chips for gaming, professional visualization, datacenter and automotive applications.","NVDA","industry_1","hardware"
FALSE,FALSE,"NU SKIN ENTERPRISES, INC. (NUS)","Nu Skin Enterprises, Inc.","Nu Skin Enterprises develops and distributes anti-aging personal care products and nutritional supplements through a direct sales network.","NUS","industry_1","consumer goods"
FALSE,FALSE,"NUCOR CORPORATION (NUE)","Nucor Corporation","Nucor manufactures steel and steel products. Most of the company’s operating facilities and customers are located in North America.","NUE","industry_1","manufacturing"
FALSE,FALSE,"NORTHERN TRUST CORPORATION (NTRS)","Northern Trust Corporation","Northern Trust is a financial holding company that provides asset servicing, fund administration, asset management, fiduciary and banking solutions for corporations, institutions, and individuals worldwide.","NTRS","industry_1","banking"
FALSE,FALSE,"NETAPP, INC. (NTAP)","Netapp, Inc.","NetApp provides software, systems and services to manage and store customer data.","NTAP","industry_1","hardware"
TRUE,FALSE,"NATIONAL SEMICONDUCTOR CORPORATION (NSM)","National Semiconductor Corporation","Acquired by Texas Instruments in 2011, National Semiconductor developed analog and mixed-signal integrated circuits and sub-systems, particularly in the area of power management.","NSM","industry_1","hardware"
FALSE,FALSE,"NORFOLK SOUTHERN CORPORATION (NSC)","Norfolk Southern Corporation","Norfolk Southern owns a freight railroad and is engaged in the rail transportation of raw materials, intermediate products, and finished goods primarily in the Southeast, East, and Midwest of the U.S.","NSC","industry_1","transportation"
FALSE,TRUE,"NRG ENERGY, INC. (NRG)","Nrg Energy, Inc.","NRG operates power plants and sells electric power to wholesale business customers, and in competitive retail energy markets of Connecticut, Delaware, Illinois, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Ohio and Texas, as well as the District of Columbia.","NRG","industry_1","energy"
TRUE,FALSE,"NOVELL, INC. (NOVL)","Novell, Inc.","Novell was acquired by Attachmate Corporation in November 2010. The company developed, sold and installed enterprise software.","NOVL","industry_1","software"
FALSE,FALSE,"NATIONAL OILWELL VARCO, INC. (NOV)","National Oilwell Varco, Inc.","National Oilwell Varco designs, manufactures and sells equipment and components used in oil and gas drilling, completion and production operations, and the provision of oilfield services to the upstream oil and gas industry.","NOV","industry_1","energy"
FALSE,FALSE,"NORTHROP GRUMMAN CORPORATION (NOC)","Northrop Grumman Corporation","Northrop Grumman conducts most of its business with the U.S. Government, principally the Department of Defense. Company products include command, control, communications and computers systems, intelligence and surveillance solutions, and strike aircraft.","NOC","industry_1","engineering and construction"
FALSE,FALSE,"NIELSEN HOLDINGS PLC (NLSN)","Nielsen Holdings Plc","Nielsen is a global provider of media audience and consumer purchasing measurement and analytics. The company was founded in 1923.","NLSN","industry_1","business services"
FALSE,FALSE,"NIKE, INC. (NKE)","Nike, Inc.","NIKE designs and sells branded athletic footwear, apparel, equipment and accessories. Virtually all of the products are manufactured outside of the U.S. by independent contract manufacturers.","NKE","industry_1","consumer goods"
TRUE,FALSE,"BLUE NILE, INC. (NILE)","Blue Nile, Inc.","Blue Nile is an online retailer of diamonds and jewelry.","NILE","industry_1","internet"
FALSE,FALSE,"NISOURCE INC. (NI)","Nisource Inc.","NiSource is an energy holding company whose subsidiaries are regulated natural gas and electric utility companies serving customers in Ohio, Pennsylvania, Virginia, Kentucky, Maryland, Massachusetts, and Indiana.","NI","industry_1","utility"
TRUE,FALSE,"NEWFIELD EXPLORATION COMPANY (NFX)","Newfield Exploration Company","Acquired in 2019, Newfield Exploration was primarily a U.S. based oil and gas exploration and production company.","NFX","industry_1","energy"
FALSE,FALSE,"NETFLIX, INC. (NFLX)","Netflix, Inc.","Netflix is an Internet streaming television network with subscribers in over 190 countries.","NFLX","industry_1","internet"
FALSE,FALSE,"NEWMONT GOLDCORP CORPORATION (NEM)","Newmont Goldcorp Corporation","Newmont Goldcorp Corporation is a gold and copper producer with operations or assets in the U.S., Australia, Peru, Indonesia, Ghana and Suriname.","NEM","industry_1","materials"
FALSE,FALSE,"NEXTERA ENERGY, INC. (NEE)","Nextera Energy, Inc.","NextEra Energy is an electric power company providing retail and wholesale electric services in the U.S. and Canada. The company owns generation, transmission and distribution facilities, and has investments in gas infrastructure assets. Generation facilities are primarily wind and solar power plants, nuclear power stations, and gas-fired generation plants. Company subsidiaries include Florida Power & Light Company, which is a rate-regula","NEE","industry_1","utility"
FALSE,FALSE,"NOBLE CORPORATION (NE)","Noble Corporation","Noble Corporation is an offshore drilling contractor for the oil and gas industry. The company performs contract drilling services with its global fleet of mobile offshore drilling rigs.","NE","industry_1","engineering and construction"
FALSE,FALSE,"NASDAQ, INC. (NDAQ)","Nasdaq, Inc.","Nasdaq is a global operator of stock market, derivatives, and other exchanges. The company provides trading, clearing, regulatory, securities listing, and information services.","NDAQ","industry_1","financial company"
FALSE,FALSE,"NORWEGIAN CRUISE LINE HOLDINGS LTD. (NCLH)","Norwegian Cruise Line Holdings Ltd.","NCLH is a global cruise company operating under the Norwegian Cruise Line, Oceania Cruises and Regent Seven Seas Cruises brands.","NCLH","industry_1","consumer services"
TRUE,FALSE,"NATIONAL CITY CORPORATION (NCC)","National City Corporation","Acquired by The PNC Financial Services in 2008, National City Corporation was a successor to a banking business founded in 1845. The company provided banking services in Ohio, Florida, Illinois, Indiana, Kentucky, Michigan, Missouri, Pennsylvania, and Wisconsin.","NCC","industry_1","banking"
FALSE,FALSE,"NABORS INDUSTRIES LTD. (NBR)","Nabors Industries Ltd.","Nabors is a global provider of drilling services for oil and natural gas wells. The company owns and operates a fleet of land-based and offshore drilling rigs.","NBR","industry_1","engineering and construction"
FALSE,FALSE,"NOBLE ENERGY, INC. (NBL)","Noble Energy, Inc.","Noble Energy is a global oil and gas exploration and production company.","NBL","industry_1","energy"
FALSE,FALSE,"NAVIENT CORPORATION (NAVI)","Navient Corporation","Navient holds a portfolio of education loans insured or guaranteed under the Federal Family Education Loan Program, as well as a portfolio of private education loans. Navient services its loan portfolio, as well as education loans owned by other financial institutions. Navient is one of four Title IV Additional Servicers to the U.S. Department of Education under its Direct Student Loan Program. Navient also provides asset recovery service","NAVI","industry_1","financial company"
FALSE,FALSE,"NAVISTAR INTERNATIONAL CORPORATION (NAV)","Navistar International Corporation","Navistar manufactures commercial and military trucks, diesel engines, school and commercial buses, and related parts. The company also provides retail, wholesale, and lease financing for its trucks and parts.","NAV","industry_1","equipment"
FALSE,FALSE,"MYLAN N.V. (MYL)","Mylan N.V.","Mylan develops, licenses, manufactures, markets and distributes generic, branded generic and specialty pharmaceuticals.","MYL","industry_1","health care"
TRUE,FALSE,"MONSTER WORLDWIDE, INC. (MWW)","Monster Worldwide, Inc.","Monster connects employers with job seekers by providing searchable job postings and career management resources online. Employers pay to advertise available jobs and search the Monster resume and social databases.","MWW","industry_1","internet"
TRUE,FALSE,"MEADWESTVACO CORPORATION (MWV)","Meadwestvaco Corporation","Prior to its 2015 merger with Rock-Tenn Co., MeadWestvaco provided packaging solutions to the healthcare, beauty and personal care, food, beverage, home and garden, tobacco, and agricultural industries. The company also produced specialty chemicals for the automotive, energy, and infrastructure industries.","MWV","industry_1","consumer goods"
FALSE,FALSE,"MURPHY OIL CORPORATION (MUR)","Murphy Oil Corporation","Murphy Oil Corporation is a worldwide oil and gas exploration and production company.","MUR","industry_1","energy"
FALSE,FALSE,"MICRON TECHNOLOGY, INC. (MU)","Micron Technology, Inc.","Micron manufactures and markets semiconductor systems such as DRAM, NAND Flash, and NOR Flash memory for solid-state drives, modules, and multi-chip packages.","MU","industry_1","hardware"
FALSE,FALSE,"THE MANITOWOC COMPANY, INC. (MTW)","The Manitowoc Company, Inc.","Manitowoc manufactures construction cranes and commercial  foodservice equipment.","MTW","industry_1","equipment"
FALSE,FALSE,"MGIC INVESTMENT CORPORATION (MTG)","Mgic Investment Corporation","MGIC provides private mortgage insurance and related services in the U.S.","MTG","industry_1","financial company"
FALSE,FALSE,"METTLER-TOLEDO INTERNATIONAL INC. (MTD)","Mettler-Toledo International Inc.","Mettler-Toledo provides weighing instruments for laboratory, industrial, and food retailing applications. The company also provides analytical and inspection instruments for life sciences, drug and chemical compound development, and production and packaging for food and pharmaceuticals.","MTD","industry_1","equipment"
FALSE,FALSE,"M&T BANK CORPORATION (MTB)","M&T Bank Corporation","Originally founded in 1856, M&T is a registered financial holding company with two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A., which offer a wide range of retail and commercial banking, trust and wealth management, and investment services.","MTB","industry_1","banking"
FALSE,FALSE,"MOTOROLA SOLUTIONS, INC. (MSI)","Motorola Solutions, Inc.","Motorola Solutions provides communication infrastructure, devices and services to government, public safety, and commercial customers.","MSI","industry_1","equipment"
FALSE,FALSE,"MICROSOFT CORPORATION (MSFT)","Microsoft Corporation","Microsoft products include operating systems for computing devices, servers, and phones; server applications for distributed computing environments; cross-device productivity applications; business solution applications; desktop and server management tools; software development tools; video games; and online advertising.","MSFT","industry_1","internet"
FALSE,FALSE,"MORGAN STANLEY (MS)","Morgan Stanley","Morgan Stanley is a global financial services firm that advises and originates, trades, manages and distributes capital for governments, institutions and individuals.","MS","industry_1","banking"
FALSE,FALSE,"MARATHON OIL CORPORATION (MRO)","Marathon Oil Corporation","Marathon Oil is a global oil and gas exploration and production company.","MRO","industry_1","energy"
FALSE,FALSE,"MERCK & CO., INC. (MRK)","Merck & Co., Inc.","Merck develops prescription pharmaceutical, vaccines, biologic therapies and animal health products.","MRK","industry_1","health care"
FALSE,FALSE,"MARATHON PETROLEUM CORPORATION (MPC)","Marathon Petroleum Corporation","Marathon Petroleum Corporation refines crude oil and other feedstocks at refineries in the Gulf Coast and Midwest regions of the U.S.; transports natural gas, crude oil and refined products; and sells transportation fuels and convenience products in the retail market in the Midwest, East Coast and Southeast,","MPC","industry_1","energy"
FALSE,FALSE,"THE MOSAIC COMPANY (MOS)","The Mosaic Company","The Mosaic Company produces and markets concentrated phosphate and potash crop nutrients and animal feed ingredients. The company mines phosphate rock in Florida, and mines potash in Saskatchewan and New Mexico. The company has production, blending or distribution operations in the U.S., Brazil, China, India and Paraguay.","MOS","industry_1","materials"
TRUE,FALSE,"MONSANTO COMPANY (MON)","Monsanto Company","Acquired by Bayer in 2018, Monsanto provided seeds, herbicides, and precision agriculture products to farmers.","MON","industry_1","materials"
TRUE,FALSE,"MOLEX INCORPORATED (MOLX)","Molex Incorporated","Acquired by Koch Industries in 2013, Molex was a manufacturer of electronic components, including terminals, connectors, cables and cable assemblies, backplanes, and mechanical and electronic switches.","MOLX","industry_1","hardware"
FALSE,FALSE,"ALTRIA GROUP, INC. (MO)","Altria Group, Inc.","Altria Group is engaged in the manufacture and sale of cigarettes in the U.S., predominantly through its Philip Morris USA wholly-owned subsidiary.","MO","industry_1","consumer goods"
FALSE,FALSE,"MONSTER BEVERAGE CORPORATION (MNST)","Monster Beverage Corporation","The company develops, markets, and distributes energy drink beverages and concentrates under brand names including Monster Energy and NOS.","MNST","industry_1","consumer goods"
FALSE,FALSE,"MALLINCKRODT PLC (MNK)","Mallinckrodt Plc","Mallinckrodt develops, manufactures, markets and distributes pharmaceutical products for treatment of neurology, rheumatology, nephrology and pulmonology, immunotherapy and neonatal respiratory critical care, pain management, and treatment of central nervous system conditions. The company also supports diagnostics with nuclear medicine imaging agents.","MNK","industry_1","pharmaceuticals"
FALSE,FALSE,"3M COMPANY (MMM)","3M Company","3M is a diversified technology company founded in 1902. Company products include tapes and adhesives for industrial applications; personal protective equipment, reflective sheeting and security products; medical and surgical supplies such as tapes, surgical drapes, and drug delivery systems; electronics products; and consumer products under brands such as Scotch and Post-it.","MMM","industry_1","manufacturing"
FALSE,FALSE,"MARSH & MCLENNAN COMPANIES, INC. (MMC)","Marsh & Mclennan Companies, Inc.","Marsh & McLennan is a global professional services firm. Its subsidiaries include Marsh, the insurance broker, intermediary and risk advisor; Guy Carpenter, the risk and reinsurance specialist; Mercer, the provider of HR and related financial  services; and Oliver Wyman Group, the management, economic and brand consultancy.","MMC","industry_1","business services"
FALSE,FALSE,"MARTIN MARIETTA MATERIALS, INC. (MLM)","Martin Marietta Materials, Inc.","Martin Marietta Materials supplies building and construction materials including crushed stone, sand, and gravel, asphalt, ready mixed concrete, cements, as well as magnesia-based chemicals used in industrial, agricultural, and environmental applications.","MLM","industry_1","materials"
FALSE,FALSE,"MCCORMICK & COMPANY, INCORPORATED (MKC)","Mccormick & Company, Incorporated","McCormick manufactures, markets and distributes spices, seasoning mixes, and condiments to the food industry – retailers, food manufacturers and foodservice businesses.","MKC","industry_1","materials"
TRUE,FALSE,"MEAD JOHNSON NUTRITION COMPANY (MJN)","Mead Johnson Nutrition Company","Acquired by Reckitt Benckiser Group in 2017, Mead Johnson was a pediatric nutrition company founded in 1905. The principal product categories of the company were infant formula and children’s nutrition.","MJN","industry_1","consumer goods"
TRUE,FALSE,"MILLIPORE CORPORATION (MIL)","Millipore Corporation","Acquired by Merck in 2010, Millipore provided tools for life science research and drug manufacturing.","MIL","industry_1","equipment"
TRUE,FALSE,"MARSHALL & ILSLEY CORPORATION (MI)","Marshall & Ilsley Corporation","Acquired by the Bank of Montreal in July 2011, Marshall & Ilsley was a registered bank holding company that provided financial services to corporate, institutional, government and individual customers principally in the midwestern states of the U.S.","MI","industry_1","banking"
TRUE,FALSE,"MEDCO HEALTH SOLUTIONS, INC. (MHS)","Medco Health Solutions, Inc.","Acquired by Express Scripts in 2011, Medco was a pharmacy benefit management company.","MHS","industry_1","health care"
FALSE,FALSE,"MOHAWK INDUSTRIES, INC. (MHK)","Mohawk Industries, Inc.","Mohawk manufactures residential and commercial floors, including carpet, rugs, ceramic tile, laminate, wood, stone, and vinyl flooring. Company brands include American Olean, Bigelow, Daltile, Durkan, IVC, Karastan, Lees, Marazzi, Mohawk, Pergo, Quick-Step and Unilin.","MHK","industry_1","manufacturing"
FALSE,FALSE,"MGM RESORTS INTERNATIONAL (MGM)","Mgm Resorts International","MGM operates casino resorts that offer gaming, hotel, convention, dining, entertainment, and retail amenities in the U.S. and in Macau.","MGM","industry_1","consumer services"
TRUE,FALSE,"MCAFEE, INC. (MFE)","Mcafee, Inc.","McAfee was acquired by Intel in August 2010. The company provided computer security solutions for enterprises, governments, small and medium-sized businesses and consumers either directly or through a network of distribution partners.","MFE","industry_1","software"
FALSE,FALSE,"METLIFE, INC. (MET)","Metlife, Inc.","MetLife provides life insurance, annuities, employee benefits and asset management services.","MET","industry_1","financial company"
TRUE,FALSE,"MERRILL LYNCH & CO., INC (MER)","Merrill Lynch & Co., Inc","Acquired by Bank of America Corporation in 2009, Merrill Lynch engaged in capital markets, advisory and wealth and investment management activities.","MER","industry_1","asset management"
FALSE,FALSE,"MEDIFAST, INC. (MED)","Medifast, Inc.","Medifast provides weight loss, weight management, and healthy living products and other consumable health and diet products.","MED","industry_1","health care"
FALSE,FALSE,"MEDTRONIC PUBLIC LIMITED COMPANY (MDT)","Medtronic Public Limited Company","Medtronic manufactures and sells medical devices for treatment of cardiac and vascular disease, spine restorative therapy, diabetes therapy, as well as surgical solution","MDT","industry_1","health care"
FALSE,FALSE,"MEREDITH CORPORATION (MDP)","Meredith Corporation","Meredith operates television stations and websites in the U.S., and publishes subscription magazines and special interest publications.","MDP","industry_1","media"
FALSE,FALSE,"MONDELEZ INTERNATIONAL, INC. (MDLZ)","Mondelez International, Inc.","Mondelez manufactures and markets snacks and beverages around the world. The company portfolio includes the Nabisco, Oreo, Cadbury, and Trident brands.","MDLZ","industry_1","consumer goods"
FALSE,FALSE,"MOODY’S CORPORATION (MCO)","Moody’S Corporation","Moody’s provides credit ratings, credit, capital markets and economic research, and data and analytical tools to financial institutions.","MCO","industry_1","business services"
FALSE,FALSE,"MCKESSON CORPORATION (MCK)","Mckesson Corporation","McKesson distributes pharmaceuticals and medical supplies to healthcare providers in the U.S., operates retail pharmacies in Europe and supports independent pharmacy networks in North America with financial, operational and clinical solutions. The company also delivers clinical, patient care, financial, and supply chain technology to healthcare organizations.","MCK","industry_1","business services"
FALSE,FALSE,"MICROCHIP TECHNOLOGY INCORPORATED (MCHP)","Microchip Technology Incorporated","Microchip Technology develops, manufactures and sells specialized semiconductor products used for embedded control applications. Company products include microcontrollers, power management devices, wired and wireless connectivity devices, EEPROMs, and memory devices.","MCHP","industry_1","hardware"
FALSE,FALSE,"MCDONALD'S CORPORATION (MCD)","Mcdonald'S Corporation","The company operates and franchises McDonald’s restaurants, which serve locally-relevant fast food and drinks in more than 100 countries.","MCD","industry_1","consumer services"
FALSE,FALSE,"MBIA INC. (MBI)","Mbia Inc.","MBIA primarily provides financial reinsurance through its wholly-owned subsidiary, National Public Finance Guarantee Corporation.","MBI","industry_1","financial company"
FALSE,FALSE,"MATTEL, INC. (MAT)","Mattel, Inc.","Mattel markets and sells toys around the world. Company brands include Barbie, Fisher-Price, and American Girl.","MAT","industry_1","consumer goods"
FALSE,FALSE,"MASCO CORPORATION (MAS)","Masco Corporation","Masco makes branded home improvement and building products, including KraftMaid and Merillat cabinets; Delta, Peerless, and Hansgrohe faucets, bath and shower fixtures; Hot Spring and Caldera spas; Behr paint, primer and stain; Kilz primer; Liberty and Brainerd decorative hardware; and Milgard windows and doors.","MAS","industry_1","consumer goods"
FALSE,FALSE,"MARRIOTT INTERNATIONAL, INC. (MAR)","Marriott International, Inc.","Marriott operates, franchises, and licenses hotels and timeshare properties under brand names that include The Ritz-Carlton, Renaissance Hotels, and Marriott Hotels","MAR","industry_1","consumer services"
FALSE,FALSE,"THE MACERICH COMPANY (MAC)","The Macerich Company","The company is a self-administered and self-managed real estate investment trust (REIT) that is engaged in the acquisition, development, management and leasing of regional and community shopping centers throughout the U.S.","MAC","industry_1","real estate"
FALSE,FALSE,"MID-AMERICA APARTMENT COMMUNITIES, INC. (MAA)","Mid-America Apartment Communities, Inc.","MAA owns and operates multifamily apartment communities primarily located in the Southeast and Southwest regions of the U.S.","MAA","industry_1","real estate"
