index,acquired,bankruptcy,company,company_name,description,industry,ticker
226,True,False,PALL CORP (PLL),Pall Corp,"Acquired by Danaher Corporation in 2015, Pall Corporation, was a supplier of filtration, separation and purification technologies, serving life sciences, microelectronics, energy and water markets.","equipment,materials",PLL
227,False,False,"PROLOGIS, INC. (PLD)","Prologis, Inc.",Prologis is a global provider of logistics real estate that is primarily rented by its customers. The company was formed in the 2011 merger of AMB Property Corporation and the legacy ProLogis.,"real estate,REIT",PLD
228,True,False,[] PROLOGIS (PLD),[] Prologis,"Prior to its 2011 merger with AMB Property Corporation, ProLogis was a real estate investment trust that provided industrial distribution facilities.","real estate,REIT",PLD
229,False,False,"PERKINELMER, INC. (PKI)","Perkinelmer, Inc.","PerkinElmer provides tools for diagnostics, research, environmental and industrial use. Products include genetic disorder and infectious disease tests, X-ray detectors, reagents, liquid handling systems, biological screening systems, chromatography and mass spectrometry instruments","equipment,health care",PKI
230,False,False,PACKAGING CORPORATION OF AMERICA (PKG),Packaging Corporation Of America,"The company produces containerboard, corrugated packaging products, and uncoated freesheet, primarily in the U.S.",manufacturing,PKG
231,False,False,"PULTEGROUP, INC. (PHM)","Pultegroup, Inc.","PulteGroup builds and finances residential homes, including single-family detached, townhouses, and condominiums, in the U.S.",engineering and construction,PHM
232,False,False,PARKER-HANNIFIN CORPORATION (PH),Parker-Hannifin Corporation,"Parker-Hannifin is a diversified manufacturer of motion and control systems, such as pneumatic, fluidic and electromechanical components, primarily for industrial and aerospace markets.",manufacturing,PH
233,False,False,THE PROGRESSIVE CORPORATION (PGR),The Progressive Corporation,"Progressive provides personal and commercial automobile and property insurance, and other types of specialty property-casualty insurance.","financial company,insurance",PGR
234,True,False,"PROGRESS ENERGY, INC. (PGN)","Progress Energy, Inc.","Progress Energy is a public utility holding company primarily engaged in the regulated electric utility business in North Carolina, South Carolina and Florida.",utility,PGN
235,False,False,THE PROCTER & GAMBLE COMPANY (PG),The Procter & Gamble Company,"P&G is a consumer packaged goods company originally founded in 1837. Company brands include Head & Shoulders, Olay, Gillette, Crest, Dawn, Febreze, and Pampers.",consumer goods,PG
236,False,False,"PROFIRE ENERGY, INC. (PFIE)","Profire Energy, Inc.","Profire Energy designs, installs, and services burner-management systems for the oil and gas industry in North America.","engineering and construction,equipment",PFIE
237,False,False,"PRINCIPAL FINANCIAL GROUP, INC. (PFG)","Principal Financial Group, Inc.","Principal Financial Group is a global investment management company, serving businesses, individuals and institutions.","asset management,financial company,insurance",PFG
238,False,False,PFIZER INC. (PFE),Pfizer Inc.,"Pfizer develops a broad range of medicines, vaccines, and other biopharmaceutical products.","health care,pharmaceuticals",PFE
239,False,False,"PETMED EXPRESS, INC. (PETS)","Petmed Express, Inc.","PetMed Express, d/b/a 1-800-PetMeds, is a U.S. pet pharmacy that markets prescription and non-prescription pet medications, and other health products for dogs and cats, direct to the consumer.",consumer goods,PETS
240,True,False,"PETSMART, INC (PETM)","Petsmart, Inc","Acquired by a consortium of private equity funds in 2015, PetSmart was a retailer of pet products and services, such as grooming and training.","consumer goods,consumer services,retail",PETM
241,False,False,"PEPSICO, INC. (PEP)","Pepsico, Inc.","Originally incorporated in 1919, PepsiCo is a global food and beverage company with a portfolio of brands that includes Frito-Lay, Gatorade, Pepsi-Cola, Quaker and Tropicana.",consumer goods,PEP
242,False,False,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED (PEG),Public Service Enterprise Group Incorporated,"The company operates a regulated gas and electricity public utility in New Jersey, and sells wholesale energy, capacity, and fuel.","energy,utility",PEG
243,False,False,"PATTERSON COMPANIES, INC (PDCO)","Patterson Companies, Inc","Patterson's primary business is distribution of dental products, such as x-ray film, restorative materials, instruments and equipment, to dentists, dental laboratories, and other healthcare professionals in North America.","equipment,health care",PDCO
244,True,False,PRECISION CASTPARTS CORP. (PCP),Precision Castparts Corp.,"Acquired by Berkshire Hathaway in 2015, Precision Castparts was a manufacturer of metal components such as castings, forgings and fasteners for aerospace, industrial, armament, medical and other applications.",manufacturing,PCP
245,True,False,"PLUM CREEK TIMBER COMPANY, INC. (PCL)","Plum Creek Timber Company, Inc.","Prior to its 2015 merger with the Weyerhaeuser Company, Plum Creek was a private timberland owner in the U.S.",materials,PCL
246,False,True,PG&E CORPORATION (PCG),Pg&E Corporation,PG&E is a public utility providing gas and electricity in northern and central California.,utility,PCG
247,False,False,PACCAR INC (PCAR),Paccar Inc,"PACCAR manufactures trucks that are marketed under the Kenworth, Peterbilt and DAF nameplates, and providerelated parts and financial services.","equipment,manufacturing",PCAR
248,False,False,PITNEY BOWES INC. (PBI),Pitney Bowes Inc.,"Pitney Bowes provides equipment, software, supplies and services for clients to create physical and digital mail, and process inbound mail.",equipment,PBI
249,True,False,"THE PEPSI BOTTLING GROUP, INC. (PBG)","The Pepsi Bottling Group, Inc.","Acquired by PepsiCo in 2009, The Pepsi Bottling Group was a manufacturer, seller and distributor of Pepsi-Cola beverages.",manufacturing,PBG
250,False,False,"PEOPLE’S UNITED FINANCIAL, INC. (PBCT)","People’S United Financial, Inc.","People’s United is a bank holding company that provides commercial and retail banking and wealth management services to individual, corporate and municipal customers located in Connecticut, New York, Massachusetts, Vermont, New Hampshire and Maine.","banking,financial company",PBCT
251,False,False,"PAYCHEX, INC. (PAYX)","Paychex, Inc.","Paychex provides payroll, human resource, insurance, and benefits outsourcing solutions for small- to medium-sized businesses in the U.S. and Germany.",business services,PAYX
252,False,False,OCCIDENTAL PETROLEUM CORPORATION (OXY),Occidental Petroleum Corporation,"Occidental explores, produces, transports, and markets oil and gas and related products, and manufactures basic chemicals and vinyls.",energy,OXY
253,False,False,"O'REILLY AUTOMOTIVE, INC. (ORLY)","O'Reilly Automotive, Inc.","O'Reilly Automotive is a U.S. retailer of automotive aftermarket parts, tools, supplies and accessories, selling to do-it-yourself and professional service provider customers.",retail,ORLY
254,False,False,ORACLE CORPORATION (ORCL),Oracle Corporation,"Oracle provides enterprise IT products and services, including database and middleware software, application software, cloud infrastructure software, server, storage, networking hardware, and related services.",software,ORCL
255,True,False,OFFICEMAX INCORPORATED (OMX),Officemax Incorporated,"Prior to its 2013 merger with Office Depot, OfficeMax was engaged in business-to-business and retail office products distribution, providing office supplies and paper, print and document services, technology products and office furniture to large, medium and small businesses, government offices and consumers.",retail,OMX
256,False,False,OMNICOM GROUP INC. (OMC),Omnicom Group Inc.,"Omnicom provides advertising, marketing and corporate communications services.",business services,OMC
257,False,False,"ONEOK, INC. (OKE)","Oneok, Inc.","The company is the sole general partner and, as of December 31, 2015, owns 41.2% of ONEOK Partners (NYSE: OKS). ONEOK Partners is engaged in the gathering, processing, storage and transportation of natural gas in the U.S., and owns several natural gas  interstate pipelines.",energy,OKE
258,False,False,"OWENS-ILLINOIS, INC. (OI)","Owens-Illinois, Inc.","Owens-Illinois is the successor to a business established in 1903. The company manufactures glass containers for alcoholic beverages, food items, soft drinks, teas, juices and pharmaceuticals.",manufacturing,OI
259,False,False,"OMEGA FLEX, INC. (OFLX)","Omega Flex, Inc.","Omega Flex manufactures and sells flexible metal hose for construction, manufacturing, transportation, petrochemical, pharmaceutical and other markets.",manufacturing,OFLX
260,False,False,"OFFICE DEPOT, INC. (ODP)","Office Depot, Inc.","Office Depot sells office products and services to consumers and businesses through office supply stores, a contract sales force, Internet sites, and direct marketing catalogs and call centers.",retail,ODP
261,False,False,REALTY INCOME CORPORATION (O),Realty Income Corporation,"Realty Income is a real estate investment trust (REIT) that invests in single-tenant commercial properties, primarily for the retail industry.","real estate,REIT",O
262,False,False,THE NEW YORK TIMES COMPANY (NYT),The New York Times Company,"The company owns the The New York Times newspaper and related websites and mobile applications, and generates revenues from the sale of subscriptions and advertising.","internet,media",NYT
263,False,False,"NEXTGEN HEALTHCARE, INC. (NXGN)","Nextgen Healthcare, Inc.",NextGen develops and markets software and services that automate practice management and electronic health records for medical and dental practices.,"business services,IT services,software",NXGN
264,False,False,NEWS CORPORATION (NWS),News Corporation,"News Corporation is a global diversified media and information services company. Its properties include The Wall Street Journal, Factiva, Barron’s and New York Post in the U.S., as well as publications in Australia and the U.K. The company also engages in book publishing, digital real estate services, and direct to consumer coupon marketing and advertising.","internet,media",NWS
265,False,False,NEWELL RUBBERMAID INC (NWL),Newell Rubbermaid Inc,"Newell Rubbermaid markets consumer and commercial products under brands such as Sharpie, Paper Mate, Elmer’s, Rubbermaid, or Calphalon.","consumer goods,manufacturing",NWL
266,True,False,"NOVELLUS SYSTEMS, INC. (NVLS)","Novellus Systems, Inc.","Acquired by Lam Research Corporation in 2011, Novellus provided equipment used in the fabrication of integrated circuits.",equipment,NVLS
267,False,False,NVIDIA CORPORATION (NVDA),Nvidia Corporation,"NVIDIA provides visual computing chips for gaming, professional visualization, datacenter and automotive applications.",hardware,NVDA
268,False,False,"NU SKIN ENTERPRISES, INC. (NUS)","Nu Skin Enterprises, Inc.",Nu Skin Enterprises develops and distributes anti-aging personal care products and nutritional supplements through a direct sales network.,"consumer goods,health care",NUS
269,False,False,NUCOR CORPORATION (NUE),Nucor Corporation,Nucor manufactures steel and steel products. Most of the company’s operating facilities and customers are located in North America.,"manufacturing,materials",NUE
270,False,False,NORTHERN TRUST CORPORATION (NTRS),Northern Trust Corporation,"Northern Trust is a financial holding company that provides asset servicing, fund administration, asset management, fiduciary and banking solutions for corporations, institutions, and individuals worldwide.","banking,financial company",NTRS
271,False,False,"NETAPP, INC. (NTAP)","Netapp, Inc.","NetApp provides software, systems and services to manage and store customer data.","hardware,software",NTAP
272,True,False,NATIONAL SEMICONDUCTOR CORPORATION (NSM),National Semiconductor Corporation,"Acquired by Texas Instruments in 2011, National Semiconductor developed analog and mixed-signal integrated circuits and sub-systems, particularly in the area of power management.",hardware,NSM
273,False,False,NORFOLK SOUTHERN CORPORATION (NSC),Norfolk Southern Corporation,"Norfolk Southern owns a freight railroad and is engaged in the rail transportation of raw materials, intermediate products, and finished goods primarily in the Southeast, East, and Midwest of the U.S.",transportation,NSC
274,False,True,"NRG ENERGY, INC. (NRG)","Nrg Energy, Inc.","NRG operates power plants and sells electric power to wholesale business customers, and in competitive retail energy markets of Connecticut, Delaware, Illinois, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Ohio and Texas, as well as the District of Columbia.",energy,NRG
275,True,False,"NOVELL, INC. (NOVL)","Novell, Inc.","Novell was acquired by Attachmate Corporation in November 2010. The company developed, sold and installed enterprise software.",software,NOVL
276,False,False,"NATIONAL OILWELL VARCO, INC. (NOV)","National Oilwell Varco, Inc.","National Oilwell Varco designs, manufactures and sells equipment and components used in oil and gas drilling, completion and production operations, and the provision of oilfield services to the upstream oil and gas industry.","energy,equipment",NOV
277,False,False,NORTHROP GRUMMAN CORPORATION (NOC),Northrop Grumman Corporation,"Northrop Grumman conducts most of its business with the U.S. Government, principally the Department of Defense. Company products include command, control, communications and computers systems, intelligence and surveillance solutions, and strike aircraft.","engineering and construction,equipment",NOC
278,False,False,NIELSEN HOLDINGS PLC (NLSN),Nielsen Holdings Plc,Nielsen is a global provider of media audience and consumer purchasing measurement and analytics. The company was founded in 1923.,business services,NLSN
279,False,False,"NIKE, INC. (NKE)","Nike, Inc.","NIKE designs and sells branded athletic footwear, apparel, equipment and accessories. Virtually all of the products are manufactured outside of the U.S. by independent contract manufacturers.",consumer goods,NKE
280,True,False,"BLUE NILE, INC. (NILE)","Blue Nile, Inc.",Blue Nile is an online retailer of diamonds and jewelry.,"internet,retail",NILE
281,False,False,NISOURCE INC. (NI),Nisource Inc.,"NiSource is an energy holding company whose subsidiaries are regulated natural gas and electric utility companies serving customers in Ohio, Pennsylvania, Virginia, Kentucky, Maryland, Massachusetts, and Indiana.",utility,NI
282,True,False,NEWFIELD EXPLORATION COMPANY (NFX),Newfield Exploration Company,"Acquired in 2019, Newfield Exploration was primarily a U.S. based oil and gas exploration and production company.",energy,NFX
283,False,False,"NETFLIX, INC. (NFLX)","Netflix, Inc.",Netflix is an Internet streaming television network with subscribers in over 190 countries.,internet,NFLX
284,False,False,NEWMONT GOLDCORP CORPORATION (NEM),Newmont Goldcorp Corporation,"Newmont Goldcorp Corporation is a gold and copper producer with operations or assets in the U.S., Australia, Peru, Indonesia, Ghana and Suriname.",materials,NEM
285,False,False,"NEXTERA ENERGY, INC. (NEE)","Nextera Energy, Inc.","NextEra Energy is an electric power company providing retail and wholesale electric services in the U.S. and Canada. The company owns generation, transmission and distribution facilities, and has investments in gas infrastructure assets. Generation facilities are primarily wind and solar power plants, nuclear power stations, and gas-fired generation plants. Company subsidiaries include Florida Power & Light Company, which is a rate-regula",utility,NEE
286,False,False,NOBLE CORPORATION (NE),Noble Corporation,Noble Corporation is an offshore drilling contractor for the oil and gas industry. The company performs contract drilling services with its global fleet of mobile offshore drilling rigs.,"engineering and construction,energy",NE
287,False,False,"NASDAQ, INC. (NDAQ)","Nasdaq, Inc.","Nasdaq is a global operator of stock market, derivatives, and other exchanges. The company provides trading, clearing, regulatory, securities listing, and information services.","financial company,financial services",NDAQ
288,False,False,NORWEGIAN CRUISE LINE HOLDINGS LTD. (NCLH),Norwegian Cruise Line Holdings Ltd.,"NCLH is a global cruise company operating under the Norwegian Cruise Line, Oceania Cruises and Regent Seven Seas Cruises brands.","consumer services,transportation",NCLH
289,True,False,NATIONAL CITY CORPORATION (NCC),National City Corporation,"Acquired by The PNC Financial Services in 2008, National City Corporation was a successor to a banking business founded in 1845. The company provided banking services in Ohio, Florida, Illinois, Indiana, Kentucky, Michigan, Missouri, Pennsylvania, and Wisconsin.","banking,financial company",NCC
290,False,False,NABORS INDUSTRIES LTD. (NBR),Nabors Industries Ltd.,Nabors is a global provider of drilling services for oil and natural gas wells. The company owns and operates a fleet of land-based and offshore drilling rigs.,"engineering and construction,energy",NBR
291,False,False,"NOBLE ENERGY, INC. (NBL)","Noble Energy, Inc.",Noble Energy is a global oil and gas exploration and production company.,energy,NBL
292,False,False,NAVIENT CORPORATION (NAVI),Navient Corporation,"Navient holds a portfolio of education loans insured or guaranteed under the Federal Family Education Loan Program, as well as a portfolio of private education loans. Navient services its loan portfolio, as well as education loans owned by other financial institutions. Navient is one of four Title IV Additional Servicers to the U.S. Department of Education under its Direct Student Loan Program. Navient also provides asset recovery service","financial company,financial services",NAVI
293,False,False,NAVISTAR INTERNATIONAL CORPORATION (NAV),Navistar International Corporation,"Navistar manufactures commercial and military trucks, diesel engines, school and commercial buses, and related parts. The company also provides retail, wholesale, and lease financing for its trucks and parts.","equipment,manufacturing",NAV
294,False,False,MYLAN N.V. (MYL),Mylan N.V.,"Mylan develops, licenses, manufactures, markets and distributes generic, branded generic and specialty pharmaceuticals.","health care,pharmaceuticals",MYL
295,True,False,"MONSTER WORLDWIDE, INC. (MWW)","Monster Worldwide, Inc.",Monster connects employers with job seekers by providing searchable job postings and career management resources online. Employers pay to advertise available jobs and search the Monster resume and social databases.,"internet,media",MWW
296,True,False,MEADWESTVACO CORPORATION (MWV),Meadwestvaco Corporation,"Prior to its 2015 merger with Rock-Tenn Co., MeadWestvaco provided packaging solutions to the healthcare, beauty and personal care, food, beverage, home and garden, tobacco, and agricultural industries. The company also produced specialty chemicals for the automotive, energy, and infrastructure industries.","consumer goods,manufacturing,materials",MWV
297,False,False,MURPHY OIL CORPORATION (MUR),Murphy Oil Corporation,Murphy Oil Corporation is a worldwide oil and gas exploration and production company.,energy,MUR
298,False,False,"MICRON TECHNOLOGY, INC. (MU)","Micron Technology, Inc.","Micron manufactures and markets semiconductor systems such as DRAM, NAND Flash, and NOR Flash memory for solid-state drives, modules, and multi-chip packages.",hardware,MU
299,False,False,"THE MANITOWOC COMPANY, INC. (MTW)","The Manitowoc Company, Inc.",Manitowoc manufactures construction cranes and commercial  foodservice equipment.,equipment,MTW
300,False,False,MGIC INVESTMENT CORPORATION (MTG),Mgic Investment Corporation,MGIC provides private mortgage insurance and related services in the U.S.,"financial company,insurance",MTG
301,False,False,METTLER-TOLEDO INTERNATIONAL INC. (MTD),Mettler-Toledo International Inc.,"Mettler-Toledo provides weighing instruments for laboratory, industrial, and food retailing applications. The company also provides analytical and inspection instruments for life sciences, drug and chemical compound development, and production and packaging for food and pharmaceuticals.","equipment,hardware",MTD
302,False,False,M&T BANK CORPORATION (MTB),M&T Bank Corporation,"Originally founded in 1856, M&T is a registered financial holding company with two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A., which offer a wide range of retail and commercial banking, trust and wealth management, and investment services.","banking,financial company",MTB
303,False,False,"MOTOROLA SOLUTIONS, INC. (MSI)","Motorola Solutions, Inc.","Motorola Solutions provides communication infrastructure, devices and services to government, public safety, and commercial customers.","equipment,hardware,telecommunications",MSI
304,False,False,MICROSOFT CORPORATION (MSFT),Microsoft Corporation,"Microsoft products include operating systems for computing devices, servers, and phones; server applications for distributed computing environments; cross-device productivity applications; business solution applications; desktop and server management tools; software development tools; video games; and online advertising.","internet,software",MSFT
305,False,False,MORGAN STANLEY (MS),Morgan Stanley,"Morgan Stanley is a global financial services firm that advises and originates, trades, manages and distributes capital for governments, institutions and individuals.","banking,financial company,financial services",MS
306,False,False,MARATHON OIL CORPORATION (MRO),Marathon Oil Corporation,Marathon Oil is a global oil and gas exploration and production company.,energy,MRO
307,False,False,"MERCK & CO., INC. (MRK)","Merck & Co., Inc.","Merck develops prescription pharmaceutical, vaccines, biologic therapies and animal health products.","health care,pharmaceuticals",MRK
308,False,False,MARATHON PETROLEUM CORPORATION (MPC),Marathon Petroleum Corporation,"Marathon Petroleum Corporation refines crude oil and other feedstocks at refineries in the Gulf Coast and Midwest regions of the U.S.; transports natural gas, crude oil and refined products; and sells transportation fuels and convenience products in the retail market in the Midwest, East Coast and Southeast,",energy,MPC
309,False,False,THE MOSAIC COMPANY (MOS),The Mosaic Company,"The Mosaic Company produces and markets concentrated phosphate and potash crop nutrients and animal feed ingredients. The company mines phosphate rock in Florida, and mines potash in Saskatchewan and New Mexico. The company has production, blending or distribution operations in the U.S., Brazil, China, India and Paraguay.",materials,MOS
310,True,False,MONSANTO COMPANY (MON),Monsanto Company,"Acquired by Bayer in 2018, Monsanto provided seeds, herbicides, and precision agriculture products to farmers.",materials,MON
311,True,False,MOLEX INCORPORATED (MOLX),Molex Incorporated,"Acquired by Koch Industries in 2013, Molex was a manufacturer of electronic components, including terminals, connectors, cables and cable assemblies, backplanes, and mechanical and electronic switches.","hardware,manufacturing",MOLX
312,False,False,"ALTRIA GROUP, INC. (MO)","Altria Group, Inc.","Altria Group is engaged in the manufacture and sale of cigarettes in the U.S., predominantly through its Philip Morris USA wholly-owned subsidiary.",consumer goods,MO
313,False,False,MONSTER BEVERAGE CORPORATION (MNST),Monster Beverage Corporation,"The company develops, markets, and distributes energy drink beverages and concentrates under brand names including Monster Energy and NOS.",consumer goods,MNST
314,False,False,MALLINCKRODT PLC (MNK),Mallinckrodt Plc,"Mallinckrodt develops, manufactures, markets and distributes pharmaceutical products for treatment of neurology, rheumatology, nephrology and pulmonology, immunotherapy and neonatal respiratory critical care, pain management, and treatment of central nervous system conditions. The company also supports diagnostics with nuclear medicine imaging agents.",pharmaceuticals,MNK
315,False,False,3M COMPANY (MMM),3M Company,"3M is a diversified technology company founded in 1902. Company products include tapes and adhesives for industrial applications; personal protective equipment, reflective sheeting and security products; medical and surgical supplies such as tapes, surgical drapes, and drug delivery systems; electronics products; and consumer products under brands such as Scotch and Post-it.","manufacturing,materials",MMM
316,False,False,"MARSH & MCLENNAN COMPANIES, INC. (MMC)","Marsh & Mclennan Companies, Inc.","Marsh & McLennan is a global professional services firm. Its subsidiaries include Marsh, the insurance broker, intermediary and risk advisor; Guy Carpenter, the risk and reinsurance specialist; Mercer, the provider of HR and related financial  services; and Oliver Wyman Group, the management, economic and brand consultancy.",business services,MMC
317,False,False,"MARTIN MARIETTA MATERIALS, INC. (MLM)","Martin Marietta Materials, Inc.","Martin Marietta Materials supplies building and construction materials including crushed stone, sand, and gravel, asphalt, ready mixed concrete, cements, as well as magnesia-based chemicals used in industrial, agricultural, and environmental applications.",materials,MLM
318,False,False,"MCCORMICK & COMPANY, INCORPORATED (MKC)","Mccormick & Company, Incorporated","McCormick manufactures, markets and distributes spices, seasoning mixes, and condiments to the food industry – retailers, food manufacturers and foodservice businesses.",materials,MKC
319,True,False,MEAD JOHNSON NUTRITION COMPANY (MJN),Mead Johnson Nutrition Company,"Acquired by Reckitt Benckiser Group in 2017, Mead Johnson was a pediatric nutrition company founded in 1905. The principal product categories of the company were infant formula and children’s nutrition.",consumer goods,MJN
320,True,False,MILLIPORE CORPORATION (MIL),Millipore Corporation,"Acquired by Merck in 2010, Millipore provided tools for life science research and drug manufacturing.","equipment,health care",MIL
321,True,False,MARSHALL & ILSLEY CORPORATION (MI),Marshall & Ilsley Corporation,"Acquired by the Bank of Montreal in July 2011, Marshall & Ilsley was a registered bank holding company that provided financial services to corporate, institutional, government and individual customers principally in the midwestern states of the U.S.","banking,financial company",MI
322,True,False,"MEDCO HEALTH SOLUTIONS, INC. (MHS)","Medco Health Solutions, Inc.","Acquired by Express Scripts in 2011, Medco was a pharmacy benefit management company.",health care,MHS
323,False,False,"MOHAWK INDUSTRIES, INC. (MHK)","Mohawk Industries, Inc.","Mohawk manufactures residential and commercial floors, including carpet, rugs, ceramic tile, laminate, wood, stone, and vinyl flooring. Company brands include American Olean, Bigelow, Daltile, Durkan, IVC, Karastan, Lees, Marazzi, Mohawk, Pergo, Quick-Step and Unilin.",manufacturing,MHK
324,False,False,MGM RESORTS INTERNATIONAL (MGM),Mgm Resorts International,"MGM operates casino resorts that offer gaming, hotel, convention, dining, entertainment, and retail amenities in the U.S. and in Macau.",consumer services,MGM
325,True,False,"MCAFEE, INC. (MFE)","Mcafee, Inc.","McAfee was acquired by Intel in August 2010. The company provided computer security solutions for enterprises, governments, small and medium-sized businesses and consumers either directly or through a network of distribution partners.",software,MFE
326,False,False,"METLIFE, INC. (MET)","Metlife, Inc.","MetLife provides life insurance, annuities, employee benefits and asset management services.","financial company,insurance",MET
327,True,False,"MERRILL LYNCH & CO., INC (MER)","Merrill Lynch & Co., Inc","Acquired by Bank of America Corporation in 2009, Merrill Lynch engaged in capital markets, advisory and wealth and investment management activities.","asset management,banking,financial company,financial services",MER
328,False,False,"MEDIFAST, INC. (MED)","Medifast, Inc.","Medifast provides weight loss, weight management, and healthy living products and other consumable health and diet products.",health care,MED
329,False,False,MEDTRONIC PUBLIC LIMITED COMPANY (MDT),Medtronic Public Limited Company,"Medtronic manufactures and sells medical devices for treatment of cardiac and vascular disease, spine restorative therapy, diabetes therapy, as well as surgical solution","health care,medical devices",MDT
330,False,False,MEREDITH CORPORATION (MDP),Meredith Corporation,"Meredith operates television stations and websites in the U.S., and publishes subscription magazines and special interest publications.",media,MDP
331,False,False,"MONDELEZ INTERNATIONAL, INC. (MDLZ)","Mondelez International, Inc.","Mondelez manufactures and markets snacks and beverages around the world. The company portfolio includes the Nabisco, Oreo, Cadbury, and Trident brands.",consumer goods,MDLZ
332,False,False,MOODY’S CORPORATION (MCO),Moody’S Corporation,"Moody’s provides credit ratings, credit, capital markets and economic research, and data and analytical tools to financial institutions.",business services,MCO
333,False,False,MCKESSON CORPORATION (MCK),Mckesson Corporation,"McKesson distributes pharmaceuticals and medical supplies to healthcare providers in the U.S., operates retail pharmacies in Europe and supports independent pharmacy networks in North America with financial, operational and clinical solutions. The company also delivers clinical, patient care, financial, and supply chain technology to healthcare organizations.","business services,health care,IT services",MCK
334,False,False,MICROCHIP TECHNOLOGY INCORPORATED (MCHP),Microchip Technology Incorporated,"Microchip Technology develops, manufactures and sells specialized semiconductor products used for embedded control applications. Company products include microcontrollers, power management devices, wired and wireless connectivity devices, EEPROMs, and memory devices.",hardware,MCHP
335,False,False,MCDONALD'S CORPORATION (MCD),Mcdonald'S Corporation,"The company operates and franchises McDonald’s restaurants, which serve locally-relevant fast food and drinks in more than 100 countries.",consumer services,MCD
336,False,False,MBIA INC. (MBI),Mbia Inc.,"MBIA primarily provides financial reinsurance through its wholly-owned subsidiary, National Public Finance Guarantee Corporation.","financial company,insurance",MBI
337,False,False,"MATTEL, INC. (MAT)","Mattel, Inc.","Mattel markets and sells toys around the world. Company brands include Barbie, Fisher-Price, and American Girl.",consumer goods,MAT
338,False,False,MASCO CORPORATION (MAS),Masco Corporation,"Masco makes branded home improvement and building products, including KraftMaid and Merillat cabinets; Delta, Peerless, and Hansgrohe faucets, bath and shower fixtures; Hot Spring and Caldera spas; Behr paint, primer and stain; Kilz primer; Liberty and Brainerd decorative hardware; and Milgard windows and doors.","consumer goods,manufacturing",MAS
339,False,False,"MARRIOTT INTERNATIONAL, INC. (MAR)","Marriott International, Inc.","Marriott operates, franchises, and licenses hotels and timeshare properties under brand names that include The Ritz-Carlton, Renaissance Hotels, and Marriott Hotels",consumer services,MAR
340,False,False,THE MACERICH COMPANY (MAC),The Macerich Company,"The company is a self-administered and self-managed real estate investment trust (REIT) that is engaged in the acquisition, development, management and leasing of regional and community shopping centers throughout the U.S.","real estate,REIT",MAC
341,False,False,"MID-AMERICA APARTMENT COMMUNITIES, INC. (MAA)","Mid-America Apartment Communities, Inc.",MAA owns and operates multifamily apartment communities primarily located in the Southeast and Southwest regions of the U.S.,"real estate,REIT",MAA
342,False,False,MASTERCARD INCORPORATED (MA),Mastercard Incorporated,"MasterCard operates a payment transaction processing network, including authorization, clearing and settlement of transactions. The company also provides loyalty and reward programs, information services and consulting.","financial company,financial services",MA
343,False,False,"MACY'S, INC (M)","Macy'S, Inc","Macy's operates department stores in the U.S., as well as macys.com and bloomingdales.com. The company sells apparel and accessories, cosmetics, home furnishings and other consumer goods.",retail,M
344,False,False,LYONDELLBASELL INDUSTRIES N.V. (LYB),Lyondellbasell Industries N.V.,"LyondellBasell is a petrochemical company operating processing plants that convert liquid and gaseous hydrocarbon feedstocks into plastic resins and other chemicals used by customers to manufacture products such as food packaging, home furnishings, automotive components, paints and coatings. The company also operates an oil refinery in  Houston.",materials,LYB
345,True,False,"LEXMARK INTERNATIONAL, INC. (LXK)","Lexmark International, Inc.","Acquired in 2016, Lexmark provided business printing and imaging products, managed print services, document workflow and business process and content management solutions.",hardware,LXK
346,True,False,"LEVEL 3 COMMUNICATIONS, INC. (LVLT)","Level 3 Communications, Inc.","Level 3 provides integrated communications services to businesses. The company owns and operates a fiber optic network across North America, Europe and Latin America.",telecommunications,LVLT
347,False,False,SOUTHWEST AIRLINES CO. (LUV),Southwest Airlines Co.,"Southwest Airlines is a passenger airline that provides point-to-point, rather than the ""hub-and-spoke"", air transportation in the U.S. and near-international markets.",transportation,LUV
348,False,False,"LANDSTAR SYSTEM, INC. (LSTR)","Landstar System, Inc.","Landstar provides transportation management solutions principally in the U.S. and between the U.S. and other countries. Landstar markets its solutions primarily through independent commission sales agents, and exclusively utilizes third party capacity providers to transport customers’ freight.",transportation,LSTR
349,True,False,LSI CORP (LSI),Lsi Corp,"Acquired by Avago Technologies in 2013, LSI designed, developed and marketed semiconductors for storage and networking applications.",hardware,LSI
350,False,False,LAM RESEARCH CORPORATION (LRCX),Lam Research Corporation,Lam Research makes semiconductor wafer fabrication equipment and provides related services to the semiconductor industry.,equipment,LRCX
351,False,False,"LOWE’S COMPANIES, INC. (LOW)","Lowe’S Companies, Inc.","Lowe's is a home improvement retailer operating home centers, paint stores, hardware stores, lumber yards and garden centers primarily in the U.S.",retail,LOW
352,False,False,ALLIANT ENERGY CORPORATION (LNT),Alliant Energy Corporation,Alliant Energy is a regulated public utility that provides electric and gas service in the Midwest of the U.S.,utility,LNT
353,True,False,LINKEDIN CORPORATION (LNKD),Linkedin Corporation,"Acquired by Microsoft in 2016, LinkedIn was a professional network on the Internet, generating revenue from enterprises and professional organizations by selling recruiting and marketing solutions.","business services,internet",LNKD
